ROW_ID,BILL_TO_NAME,BILL_TO_ACCOUNT,STD_RCPT_NO,Address_SITE_NUMBER,BUSINESS_UNIT,TXN_SOURCE,TXN_TYPE,RATE_IS_CORPORATE,REC_ACTIVITY_NAME_BANK,SUBINVENTORY,INTEGRATION_SOURCE,DISTRIBUTION_ACC_ID,REC_ACTIVITY_NAME_CASH,REGION,CUSTOMER_TYPE,COST_CENTER_CODE
23731575,Mrsool,45015,100027,643247,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHMSBNDWOD,Vend HQ,,Cash Rounding,SA,Mrsool,0509
2367271,Mrsool,45015,73076,548191,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKABRAJ1,Vend HQ,,Cash Rounding,SA,MRSOOL,1403
23731515,Mrsool,45015,90005,624126,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TOWNSQJED,Vend HQ,,Cash Rounding,SA,MRSOOL,227
23731524,Mrsool,45015,91007,630139,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,YASMEENPLZ,Vend HQ,,Cash Rounding,SA,MRSOOL,511
23731529,Mrsool,45015,91008,630140,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ARARMHMDIA,Vend HQ,,Cash Rounding,SA,MRSOOL,1802
23731534,Mrsool,45015,92005,633124,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHOQOSAIBI,Vend HQ,,Cash Rounding,SA,MRSOOL,402
23731535,Mrsool,45015,85005,602120,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDANDLUS2,Vend HQ,,Cash Rounding,SA,MRSOOL,223
23731580,Mrsool,45015,100028,643248,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ASEERGUNAI,Vend HQ,,Cash Rounding,SA,Mrsool,0510
23731586,Mrsool,45015,100025,643245,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALARIDAH,Vend HQ,,Cash Rounding,SA,Mrsool,1305
23731591,Mrsool,45015,100026,643246,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAJARDAH,Vend HQ,,Cash Rounding,SA,Mrsool,0508
23731596,Mrsool,45015,100029,643249,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,UWALKJED,Vend HQ,,Cash Rounding,SA,Mrsool,0230
176011,Mrsool,45015,64006,508114,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PANORAMA,Vend HQ,,Cash Rounding,SA,MRSOOL,1013
176012,Mrsool,45015,67013,518122,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HIJABMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,1013
176013,Mrsool,45015,67014,518123,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HILTONMAK,Vend HQ,,Cash Rounding,SA,MRSOOL,1013
236687,Mrsool,45015,73005,548119,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHMSAVENUE,Vend HQ,,Cash Rounding,SA,MRSOOL,503
236692,Mrsool,45015,73054,548169,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKSHOUQ,Vend HQ,,Cash Rounding,SA,MRSOOL,1405
236697,Mrsool,45015,73055,548170,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAIFSHARST,Vend HQ,,Cash Rounding,SA,MRSOOL,1005
236702,Mrsool,45015,73056,548171,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJMELAGRO,Vend HQ,,Cash Rounding,SA,MRSOOL,1303
236707,Mrsool,45015,73057,548172,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDNRTHWLK,Vend HQ,,Cash Rounding,SA,MRSOOL,220
236712,Mrsool,45015,73058,548173,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDANUDPRK,Vend HQ,,Cash Rounding,SA,MRSOOL,123
236717,Mrsool,45015,73059,548174,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHRJHEDITY,Vend HQ,,Cash Rounding,SA,MRSOOL,124
23731684,Mrsool,45015,122005,671373,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QATIFCFRNT,Vend HQ,,Cash Rounding,SA,MRSOOL,0810
23731656,Mrsool,45015,110015,652354,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAILZONE,Vend HQ,,Cash Rounding,SA,MRSOOL,1203
23731610,Mrsool,45015,107010,650323,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALQASRMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,145
23731615,Mrsool,45015,107005,650316,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMAYAS,Vend HQ,,Cash Rounding,SA,MRSOOL,315
23731624,Mrsool,45015,108013,651334,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJPARK,Vend HQ,,Cash Rounding,SA,MRSOOL,1311
23731629,Mrsool,45015,108005,651322,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMSBLVRD,Vend HQ,,Cash Rounding,SA,MRSOOL,515
23731634,Mrsool,45015,108014,651335,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,YANBUMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,1703
23731605,Mrsool,45015,106010,649327,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DAMRIVEIRA,Vend HQ,,Cash Rounding,SA,MRSOOL,705
23731653,Mrsool,45015,110010,652349,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDJWALK,Vend HQ,,Cash Rounding,SA,MRSOOL,316
23731649,Mrsool,45015,110005,652344,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALMATAL,Vend HQ,,Cash Rounding,SA,MRSOOL,314
2370251,NAJKINGROD,95015,82005,577123,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJKINGROD,Vend HQ,,Cash Rounding,SA,NORMAL,1307
236700,NAJMELAGRO,87016,73010,548125,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJMELAGRO,Vend HQ,,Cash Rounding,SA,NORMAL,1303
23731620,NAJPARK,124014,108009,651327,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJPARK,Vend HQ,,Cash Rounding,SA,NORMAL,1311
2371251,NAJRANPLZA,95017,82006,577125,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJRANPLZA,Vend HQ,,Cash Rounding,SA,NORMAL,1308
728,NAKHDMM,68021,49013,407052,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKHDMM,Vend HQ,,Cash Rounding,SA,NORMAL,0704
1645,Nakhla IT Systems (LLC) Tamara,69011,51061,3000024,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDGALLER,Vend HQ,,Cash Rounding,SA,TAMARA,0000
2645,Nakhla IT Systems (LLC) Tamara,69011,51003,300001,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAYAT,Vend HQ,,Cash Rounding,SA,TAMARA,0104
2629,Nakhla IT Systems (LLC) Tamara,69011,51066,3000020,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ZAHRAN,Vend HQ,,Cash Rounding,SA,TAMARA,0601
2621,Nakhla IT Systems (LLC) Tamara,69011,51051,3000010,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMRAA,Vend HQ,,Cash Rounding,SA,TAMARA,0108
2630,Nakhla IT Systems (LLC) Tamara,69011,51079,3000003,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EHSAA,Vend HQ,,Cash Rounding,SA,TAMARA,0801
2628,Nakhla IT Systems (LLC) Tamara,69011,51060,3000019,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JUBAIL,Vend HQ,,Cash Rounding,SA,TAMARA,0901
2624,Nakhla IT Systems (LLC) Tamara,69011,51057,3000002,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MANAR,Vend HQ,,Cash Rounding,SA,TAMARA,0301
2618,Nakhla IT Systems (LLC) Tamara,69011,51045,3000015,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKHELMALL,Vend HQ,,Cash Rounding,SA,TAMARA,0105
2631,Nakhla IT Systems (LLC) Tamara,69011,51082,3000021,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKJPLAZA,Vend HQ,,Cash Rounding,SA,TAMARA,1101
2622,Nakhla IT Systems (LLC) Tamara,69011,51070,3000012,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMRYD,Vend HQ,,Cash Rounding,SA,TAMARA,0109
2668,Nakhla IT Systems (LLC) Tamara,69011,51074,3000005,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALULA,Vend HQ,,Cash Rounding,SA,TAMARA,1502
2653,Nakhla IT Systems (LLC) Tamara,69011,51063,3000037,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AMWAJ,Vend HQ,,Cash Rounding,SA,TAMARA,0401
2648,Nakhla IT Systems (LLC) Tamara,69011,51083,3000028,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ANDLUS,Vend HQ,,Cash Rounding,SA,TAMARA,0203
2665,Nakhla IT Systems (LLC) Tamara,69011,51058,3000009,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ARABMALL,Vend HQ,,Cash Rounding,SA,TAMARA,0210
2635,Nakhla IT Systems (LLC) Tamara,69011,51055,3000038,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ASEER,Vend HQ,,Cash Rounding,SA,TAMARA,0501
2654,Nakhla IT Systems (LLC) Tamara,69011,51084,3000031,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZMALL,Vend HQ,,Cash Rounding,SA,TAMARA,0206
2662,Nakhla IT Systems (LLC) Tamara,69011,51075,3000014,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DANA,Vend HQ,,Cash Rounding,SA,TAMARA,1701
2626,Nakhla IT Systems (LLC) Tamara,69011,51048,3000017,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DAREEN,Vend HQ,,Cash Rounding,SA,TAMARA,0701
2650,Nakhla IT Systems (LLC) Tamara,69011,51062,3000030,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,FLAMINGO,Vend HQ,,Cash Rounding,SA,TAMARA,0205
2694,Nakhla IT Systems (LLC) Tamara,69011,51052,3000022,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,GRANADA,Vend HQ,,Cash Rounding,SA,TAMARA,0110
2655,Nakhla IT Systems (LLC) Tamara,69011,51072,3000033,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAIFAA,Vend HQ,,Cash Rounding,SA,TAMARA,0209
2632,Nakhla IT Systems (LLC) Tamara,69011,51078,3000039,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KADI,Vend HQ,,Cash Rounding,SA,TAMARA,1301
2625,Nakhla IT Systems (LLC) Tamara,69011,51047,3000023,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JURIMALL,Vend HQ,,Cash Rounding,SA,TAMARA,1001
2620,Nakhla IT Systems (LLC) Tamara,69011,51049,3000042,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHERAIS,Vend HQ,,Cash Rounding,SA,TAMARA,0107
2649,Nakhla IT Systems (LLC) Tamara,69011,51071,3000029,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAHMAL,Vend HQ,,Cash Rounding,SA,TAMARA,0204
2667,Nakhla IT Systems (LLC) Tamara,69011,51068,3000041,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKKAH,Vend HQ,,Cash Rounding,SA,TAMARA,1401
2652,Nakhla IT Systems (LLC) Tamara,69011,51076,3000025,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDAD,Vend HQ,,Cash Rounding,SA,TAMARA,0103
2623,Nakhla IT Systems (LLC) Tamara,69011,51081,3000013,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NOUR,Vend HQ,,Cash Rounding,SA,TAMARA,0302
2634,Nakhla IT Systems (LLC) Tamara,69011,51073,3000034,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TABOUK,Vend HQ,,Cash Rounding,SA,TAMARA,1501
2647,Nakhla IT Systems (LLC) Tamara,69011,51067,3000027,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,REDSEA,Vend HQ,,Cash Rounding,SA,TAMARA,0202
2651,Nakhla IT Systems (LLC) Tamara,69011,51053,3000032,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMJED,Vend HQ,,Cash Rounding,SA,TAMARA,0208
2633,Nakhla IT Systems (LLC) Tamara,69011,51064,3000004,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMAH,Vend HQ,,Cash Rounding,SA,TAMARA,1201
2646,Nakhla IT Systems (LLC) Tamara,69011,51080,3000006,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAHLIA,Vend HQ,,Cash Rounding,SA,TAMARA,0201
2619,Nakhla IT Systems (LLC) Tamara,69011,51059,3000016,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TALAMALL,Vend HQ,,Cash Rounding,SA,TAMARA,0106
2643,Nakhla IT Systems (LLC) Tamara,69011,51056,3000040,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAWAREN,Vend HQ,,Cash Rounding,SA,TAMARA,0101
2627,Nakhla IT Systems (LLC) Tamara,69011,51046,3000018,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,WESTAVENUE,Vend HQ,,Cash Rounding,SA,TAMARA,0702
2666,Nakhla IT Systems (LLC) Tamara,69011,51050,3000007,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,YASMEEN,Vend HQ,,Cash Rounding,SA,TAMARA,0207
1686,Nakhla IT Systems (LLC) Tamara,69011,52030,30000119,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RABWA,Vend HQ,,Cash Rounding,SA,TAMARA,0112
2720,Nakhla IT Systems (LLC) Tamara,69011,52040,30000121,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RASHIDJZN,Vend HQ,,Cash Rounding,SA,TAMARA,1302
2727,Nakhla IT Systems (LLC) Tamara,69011,52027,30000118,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PARKHMT,Vend HQ,,Cash Rounding,SA,TAMARA,1002
2726,Nakhla IT Systems (LLC) Tamara,69011,52034,30000123,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,VILLAGEHMT,Vend HQ,,Cash Rounding,SA,TAMARA,0215
2723,Nakhla IT Systems (LLC) Tamara,69011,52029,30000113,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAFRBATIN,Vend HQ,,Cash Rounding,SA,TAMARA,0803
2724,Nakhla IT Systems (LLC) Tamara,69011,52031,30000106,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,BUROTHAIM,Vend HQ,,Cash Rounding,SA,TAMARA,1103
2718,Nakhla IT Systems (LLC) Tamara,69011,52023,30000124,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,WADILABAN,Vend HQ,,Cash Rounding,SA,TAMARA,0115
2663,Nakhla IT Systems (LLC) Tamara,69011,52028,30000110,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EXBSA03,Vend HQ,,Cash Rounding,SA,TAMARA,0110
2664,Nakhla IT Systems (LLC) Tamara,69011,52035,30000111,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EXBSA04,Vend HQ,,Cash Rounding,SA,TAMARA,0110
2722,Nakhla IT Systems (LLC) Tamara,69011,52026,30000114,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAFOTHAIM,Vend HQ,,Cash Rounding,SA,TAMARA,0802
2719,Nakhla IT Systems (LLC) Tamara,69011,52038,30000120,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RASHIDABHA,Vend HQ,,Cash Rounding,SA,TAMARA,0502
2721,Nakhla IT Systems (LLC) Tamara,69011,52037,30000122,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RASHIDMAD,Vend HQ,,Cash Rounding,SA,TAMARA,0303
2728,Nakhla IT Systems (LLC) Tamara,69011,52042,30000116,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKHDMM,Vend HQ,,Cash Rounding,SA,TAMARA,0704
2725,Nakhla IT Systems (LLC) Tamara,69011,52024,30000107,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DAMMOTHAIM,Vend HQ,,Cash Rounding,SA,TAMARA,0703
2688,Nakhla IT Systems (LLC) Tamara,69011,52039,30000105,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ARARMALL,Vend HQ,,Cash Rounding,SA,TAMARA,0113
2675,Nakhla IT Systems (LLC) Tamara,69011,52036,30000117,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ONAIZAH,Vend HQ,,Cash Rounding,SA,TAMARA,1102
6668,Nakhla IT Systems (LLC) Tamara,69011,56012,449119,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AJAWEED,Vend HQ,,Cash Rounding,SA,TAMARA,0216
11668,Nakhla IT Systems (LLC) Tamara,69011,56013,449120,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDAVENUE,Vend HQ,,Cash Rounding,SA,TAMARA,0116
16668,Nakhla IT Systems (LLC) Tamara,69011,56014,449121,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDPARK,Vend HQ,,Cash Rounding,SA,TAMARA,0117
21668,Nakhla IT Systems (LLC) Tamara,69011,56015,449122,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,OBHURMALL,Vend HQ,,Cash Rounding,SA,TAMARA,0217
26668,Nakhla IT Systems (LLC) Tamara,69011,56016,449123,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANIIYA,Vend HQ,,Cash Rounding,SA,TAMARA,0218
1666833,Nakhla IT Systems (LLC) Tamara,69011,69009,525154,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RIYADHDST,Vend HQ,,Cash Rounding,SA,TAMARA,0122
1666834,Nakhla IT Systems (LLC) Tamara,69011,69010,525155,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSHIFA,Vend HQ,,Cash Rounding,SA,TAMARA,0121
236724,Nakhla IT Systems (LLC) Tamara,69011,73107,548222,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QUNKYLPLZA,Vend HQ,,Cash Rounding,SA,TAMARA,1004
236729,Nakhla IT Systems (LLC) Tamara,69011,73108,548223,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALBAHAMAL,Vend HQ,,Cash Rounding,SA,TAMARA,1003
1666831,Nakhla IT Systems (LLC) Tamara,69011,68012,525129,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHURAISSQ,Vend HQ,,Cash Rounding,SA,TAMARA,0120
1666832,Nakhla IT Systems (LLC) Tamara,69011,68013,525130,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PRNCSLRD,Vend HQ,,Cash Rounding,SA,TAMARA,0219
166684,Nakhla IT Systems (LLC) Tamara,69011,71006,537123,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDANDLUSH,Vend HQ,,Cash Rounding,SA,TAMARA,0305
236734,Nakhla IT Systems (LLC) Tamara,69011,73109,548224,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDCORNCH1,Vend HQ,,Cash Rounding,SA,TAMARA,221
236739,Nakhla IT Systems (LLC) Tamara,69011,73110,548225,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMESBLD,Vend HQ,,Cash Rounding,SA,TAMARA,504
236744,Nakhla IT Systems (LLC) Tamara,69011,73111,548226,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDSULTANA,Vend HQ,,Cash Rounding,SA,TAMARA,308
236769,Nakhla IT Systems (LLC) Tamara,69011,73116,548231,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKDNACNTR,Vend HQ,,Cash Rounding,SA,TAMARA,1406
236774,Nakhla IT Systems (LLC) Tamara,69011,73117,548232,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ABHLVNDAPK,Vend HQ,,Cash Rounding,SA,TAMARA,505
236779,Nakhla IT Systems (LLC) Tamara,69011,73118,548233,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKMYANYRD,Vend HQ,,Cash Rounding,SA,TAMARA,1407
236784,Nakhla IT Systems (LLC) Tamara,69011,73119,548234,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDDARIMAN,Vend HQ,,Cash Rounding,SA,TAMARA,306
236789,Nakhla IT Systems (LLC) Tamara,69011,73120,548235,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALHIJRA,Vend HQ,,Cash Rounding,SA,TAMARA,309
236794,Nakhla IT Systems (LLC) Tamara,69011,73121,548236,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMVNPICK,Vend HQ,,Cash Rounding,SA,TAMARA,307
236799,Nakhla IT Systems (LLC) Tamara,69011,73122,548237,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDALYAPLZ,Vend HQ,,Cash Rounding,SA,TAMARA,125
2366844,Nakhla IT Systems (LLC) Tamara,69011,74045,561164,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SMARTSHRYD,Vend HQ,,Cash Rounding,SA,TAMARA,1405
2366849,Nakhla IT Systems (LLC) Tamara,69011,74046,561165,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANYA2,Vend HQ,,Cash Rounding,SA,TAMARA,1005
2366854,Nakhla IT Systems (LLC) Tamara,69011,74047,561166,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAIBAMED,Vend HQ,,Cash Rounding,SA,TAMARA,1303
2366864,Nakhla IT Systems (LLC) Tamara,69011,74049,561168,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALAQEQRYD,Vend HQ,,Cash Rounding,SA,TAMARA,0123
2366869,Nakhla IT Systems (LLC) Tamara,69011,74050,561169,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZIARYD,Vend HQ,,Cash Rounding,SA,TAMARA,0124
2366874,Nakhla IT Systems (LLC) Tamara,69011,74051,561170,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,THEGATERYD,Vend HQ,,Cash Rounding,SA,TAMARA,1004
2366879,Nakhla IT Systems (LLC) Tamara,69011,74052,561171,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALMALGARYD,Vend HQ,,Cash Rounding,SA,TAMARA,1003
2366884,Nakhla IT Systems (LLC) Tamara,69011,74053,561172,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDTHEGATE,Vend HQ,,Cash Rounding,SA,TAMARA,0221
236814,Nakhla IT Systems (LLC) Tamara,69011,80006,574124,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HILTONMAK2,Vend HQ,,Cash Rounding,SA,TAMARA,1408
23731508,Nakhla IT Systems (LLC) Tamara,69011,87011,611146,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSAWARIP,Vend HQ,,Cash Rounding,SA,TAMARA,0131
23731513,Nakhla IT Systems (LLC) Tamara,69011,87012,611147,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ABHATIMSQR,Vend HQ,,Cash Rounding,SA,TAMARA,0507
23731553,Nakhla IT Systems (LLC) Tamara,69011,95007,636137,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SAMTAHMALL,Vend HQ,,Cash Rounding,SA,TAMARA,1306
23731558,Nakhla IT Systems (LLC) Tamara,69011,96028,639146,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,WATANIYAHB,Vend HQ,,Cash Rounding,SA,TAMARA,0804
2368291,Nakhla IT Systems (LLC) Tamara,69011,82023,577143,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SABIAYASMN,Vend HQ,,Cash Rounding,SA,TAMARA,1304
2369291,Nakhla IT Systems (LLC) Tamara,69011,82024,577144,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKAHMEJAZ,Vend HQ,,Cash Rounding,SA,TAMARA,1409
2370291,Nakhla IT Systems (LLC) Tamara,69011,82025,577145,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJKINGROD,Vend HQ,,Cash Rounding,SA,TAMARA,1307
2371291,Nakhla IT Systems (LLC) Tamara,69011,82026,577146,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJRANPLZA,Vend HQ,,Cash Rounding,SA,TAMARA,1308
23731503,Nakhla IT Systems (LLC) Tamara,69011,84017,586132,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMISKKHD,Vend HQ,,Cash Rounding,SA,TAMARA,0506
23731563,Nakhla IT Systems (LLC) Tamara,69011,96027,639145,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MILAQROTAB,Vend HQ,,Cash Rounding,SA,TAMARA,1503
23731568,Nakhla IT Systems (LLC) Tamara,69011,96029,639147,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDYARMOOK,Vend HQ,,Cash Rounding,SA,TAMARA,0136
23731573,Nakhla IT Systems (LLC) Tamara,69011,97038,640164,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EHSALBUSTA,Vend HQ,,Cash Rounding,SA,TAMARA,0805
23731576,Nakhla IT Systems (LLC) Tamara,69011,100022,643241,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHMSBNDWOD,Vend HQ,,Cash Rounding,SA,TAMARA,0509
2682,Nakhla IT Systems (LLC) Tamara,69011,52041,30000112,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,GRMALLHAIL,Vend HQ,,Cash Rounding,SA,TAMARA,0113
2367291,Nakhla IT Systems (LLC) Tamara,69011,73123,548238,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKABRAJ1,Vend HQ,,Cash Rounding,SA,TAMARA,1403
23731516,Nakhla IT Systems (LLC) Tamara,69011,90007,624128,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TOWNSQJED,Vend HQ,,Cash Rounding,SA,TAMARA,227
23731523,Nakhla IT Systems (LLC) Tamara,69011,91013,630145,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,YASMEENPLZ,Vend HQ,,Cash Rounding,SA,TAMARA,511
23731528,Nakhla IT Systems (LLC) Tamara,69011,91014,630146,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ARARMHMDIA,Vend HQ,,Cash Rounding,SA,TAMARA,1802
23731533,Nakhla IT Systems (LLC) Tamara,69011,93003,634126,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHOQOSAIBI,Vend HQ,,Cash Rounding,SA,TAMARA,402
23731536,Nakhla IT Systems (LLC) Tamara,69011,85007,602122,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDANDLUS2,Vend HQ,,Cash Rounding,SA,TAMARA,223
