ROW_ID,BILL_TO_NAME,BILL_TO_ACCOUNT,STD_RCPT_NO,Address_SITE_NUMBER,BUSINESS_UNIT,TXN_SOURCE,TXN_TYPE,RATE_IS_CORPORATE,REC_ACTIVITY_NAME_BANK,SUBINVENTORY,INTEGRATION_SOURCE,DISTRIBUTION_ACC_ID,REC_ACTIVITY_NAME_CASH,REGION,CUSTOMER_TYPE,COST_CENTER_CODE
23731566,Hungerstation,45014,96023,639139,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDYARMOOK,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,0136
23731572,Hungerstation,45014,97035,640158,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EHSALBUSTA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,0805
2367261,Hungerstation,45014,73053,548168,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKABRAJ1,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1403
23731521,Hungerstation,45014,91005,630137,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,YASMEENPLZ,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,511
23731526,Hungerstation,45014,91006,630138,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ARARMHMDIA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1802
23731538,Hungerstation,45014,85004,602119,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDANDLUS2,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,223
23731577,Hungerstation,45014,100012,643231,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHMSBNDWOD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,0509
23731582,Hungerstation,45014,100013,643232,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ASEERGUNAI,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,0510
23731588,Hungerstation,45014,100010,643228,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALARIDAH,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1305
23731593,Hungerstation,45014,100011,643230,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAJARDAH,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,0508
23731598,Hungerstation,45014,100014,643233,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,UWALKJED,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,0230
236681,Hungerstation,45014,64003,508111,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PANORAMA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1013
236682,Hungerstation,45014,67007,518116,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HIJABMALL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1013
236683,Hungerstation,45014,67008,518117,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HILTONMAK,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1013
236686,Hungerstation,45014,73004,548118,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHMSAVENUE,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,503
236691,Hungerstation,45014,73031,548146,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKSHOUQ,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1405
236696,Hungerstation,45014,73032,548147,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAIFSHARST,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1005
236701,Hungerstation,45014,73033,548148,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJMELAGRO,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1303
236706,Hungerstation,45014,73034,548149,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDNRTHWLK,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,220
236711,Hungerstation,45014,73035,548150,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDANUDPRK,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,123
236716,Hungerstation,45014,73036,548151,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHRJHEDITY,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,124
236721,Hungerstation,45014,73037,548152,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QUNKYLPLZA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1004
23731657,Hungerstation,45014,110014,652353,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAILZONE,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1203
23731612,Hungerstation,45014,107009,650322,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALQASRMALL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,145
23731617,Hungerstation,45014,107004,650315,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMAYAS,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,315
23731622,Hungerstation,45014,108010,651331,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJPARK,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1311
23731627,Hungerstation,45014,108004,651321,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMSBLVRD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,515
23731632,Hungerstation,45014,108012,651333,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,YANBUMALL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1703
23731607,Hungerstation,45014,106009,649326,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DAMRIVEIRA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,705
23731652,Hungerstation,45014,110009,652348,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDJWALK,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,316
23731646,Hungerstation,45014,110004,652343,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALMATAL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,314
23731678,Hungerstation,45014,122009,671378,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,LELEMALL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1312
23731539,JEDANDLUS2,99012,85003,602118,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDANDLUS2,Vend HQ,,Cash Rounding,SA,NORMAL,223
236730,JEDCORNCH1,87022,73016,548131,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDCORNCH1,Vend HQ,,Cash Rounding,SA,NORMAL,221
236705,JEDNRTHWLK,87017,73011,548126,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDNRTHWLK,Vend HQ,,Cash Rounding,SA,NORMAL,220
625,JORI MALL,4002,3002,12002,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JURIMALL,Vend HQ,,Cash Rounding,SA,NORMAL,1001
632,KADI MALL,4009,3009,12009,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KADI,Vend HQ,,Cash Rounding,SA,NORMAL,1301
722,Khafji Othaim,68015,49007,407046,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAFOTHAIM,Vend HQ,,Cash Rounding,SA,NORMAL,0802
236735,KHAMESBLD,87023,73017,548132,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMESBLD,Vend HQ,,Cash Rounding,SA,NORMAL,504
23731500,KHAMISKKHD,98014,84005,586119,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMISKKHD,Vend HQ,,Cash Rounding,SA,NORMAL,0506
23731625,KHAMSBLVRD,124012,108003,651319,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMSBLVRD,Vend HQ,,Cash Rounding,SA,NORMAL,515
236685,KHMSAVENUE,87012,73003,548117,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHMSAVENUE,Vend HQ,,Cash Rounding,SA,NORMAL,503
23731579,KHMSBNDWOD,116014,100007,643223,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHMSBNDWOD,Vend HQ,,Cash Rounding,SA,NORMAL,0509
23731530,KHOQOSAIBI,106012,92003,633120,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHOQOSAIBI,Vend HQ,,Cash Rounding,SA,NORMAL,402
620,Khris Mall,3005,2005,11008,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHERAIS,Vend HQ,,Cash Rounding,SA,NORMAL,0107
236715,KHRJHEDITY,87019,73013,548128,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHRJHEDITY,Vend HQ,,Cash Rounding,SA,NORMAL,124
1366831,KHURAISSQ,83012,68003,525118,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHURAISSQ,Vend HQ,,Cash Rounding,SA,NORMAL,0120
23731675,LELEMALL,139013,122008,671377,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,LELEMALL,Vend HQ,,Cash Rounding,SA,NORMAL,1312
649,Mahmal Center,11,11,1030,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAHMAL,Vend HQ,,Cash Rounding,SA,NORMAL,0204
23731590,MAJARDAH,116013,100006,643222,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAJARDAH,Vend HQ,,Cash Rounding,SA,NORMAL,0508
2367251,MAKABRAJ1,87036,73030,548145,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKABRAJ1,Vend HQ,,Cash Rounding,SA,NORMAL,1403
2369251,MAKAHMEJAZ,95014,82004,577121,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKAHMEJAZ,Vend HQ,,Cash Rounding,SA,NORMAL,1409
236765,MAKDNACNTR,87029,73023,548138,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKDNACNTR,Vend HQ,,Cash Rounding,SA,NORMAL,1406
667,Makkah Mall,2002,1002,10002,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKKAH,Vend HQ,,Cash Rounding,SA,NORMAL,1401
670,Makkah Tower,55011,39003,338044,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKTOWER,Vend HQ,,Cash Rounding,SA,NORMAL,1402
236775,MAKMYANYRD,87031,73025,548140,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKMYANYRD,Vend HQ,,Cash Rounding,SA,NORMAL,1407
236690,MAKSHOUQ,87013,73008,548122,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKSHOUQ,Vend HQ,,Cash Rounding,SA,NORMAL,1405
652,Medad Center,6,6,1025,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDAD,Vend HQ,,Cash Rounding,SA,NORMAL,0103
236785,MEDALHIJRA,87033,73027,548142,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALHIJRA,Vend HQ,,Cash Rounding,SA,NORMAL,309
23731648,MEDALMATAL,125014,110003,652342,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALMATAL,Vend HQ,,Cash Rounding,SA,NORMAL,314
136684,MEDANDLUSH,85012,71003,537119,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDANDLUSH,Vend HQ,,Cash Rounding,SA,NORMAL,0305
236780,MEDDARIMAN,87032,73026,548141,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDDARIMAN,Vend HQ,,Cash Rounding,SA,NORMAL,306
23731650,MEDJWALK,125015,110008,652347,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDJWALK,Vend HQ,,Cash Rounding,SA,NORMAL,316
23731619,MEDMAYAS,123012,107003,650314,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMAYAS,Vend HQ,,Cash Rounding,SA,NORMAL,315
236790,MEDMVNPICK,87034,73028,548143,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMVNPICK,Vend HQ,,Cash Rounding,SA,NORMAL,307
236740,MEDSULTANA,87024,73018,548133,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDSULTANA,Vend HQ,,Cash Rounding,SA,NORMAL,308
2366880,MEDTHEGATE,88023,74013,561130,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDTHEGATE,Vend HQ,,Cash Rounding,SA,NORMAL,0221
23731560,MILAQROTAB,110012,96018,639132,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MILAQROTAB,Vend HQ,,Cash Rounding,SA,NORMAL,1503
681,Mrsool,45015,31093,210082,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,GRMALLHAIL,Vend HQ,,Cash Rounding,SA,MRSOOL,0113
684,Mrsool,45015,31093,210082,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RABWA,Vend HQ,,Cash Rounding,SA,MRSOOL,0113
687,Mrsool,45015,31093,210082,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ARARMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,0113
690,Mrsool,45015,31093,210082,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EXBSA02,Vend HQ,,Cash Rounding,SA,MRSOOL,0113
566,Mrsool,45015,31125,210094,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKHELMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,0105
567,Mrsool,45015,31126,210095,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TALAMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,0106
568,Mrsool,45015,31119,210081,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHERAIS,Vend HQ,,Cash Rounding,SA,MRSOOL,0107
569,Mrsool,45015,31124,210090,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMRAA,Vend HQ,,Cash Rounding,SA,MRSOOL,0108
570,Mrsool,45015,31092,210074,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMRYD,Vend HQ,,Cash Rounding,SA,MRSOOL,0109
571,Mrsool,45015,31121,210092,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NOUR,Vend HQ,,Cash Rounding,SA,MRSOOL,0302
572,Mrsool,45015,31093,210082,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MANAR,Vend HQ,,Cash Rounding,SA,MRSOOL,0301
573,Mrsool,45015,31099,210075,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JURIMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,1001
574,Mrsool,45015,31127,210096,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DAREEN,Vend HQ,,Cash Rounding,SA,MRSOOL,0701
575,Mrsool,45015,31107,210097,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,WESTAVENUE,Vend HQ,,Cash Rounding,SA,MRSOOL,0702
576,Mrsool,45015,31116,210098,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JUBAIL,Vend HQ,,Cash Rounding,SA,MRSOOL,0901
577,Mrsool,45015,31103,210099,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ZAHRAN,Vend HQ,,Cash Rounding,SA,MRSOOL,0601
578,Mrsool,45015,31133,210083,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EHSAA,Vend HQ,,Cash Rounding,SA,MRSOOL,0801
579,Mrsool,45015,31104,210100,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAKJPLAZA,Vend HQ,,Cash Rounding,SA,MRSOOL,1101
580,Mrsool,45015,31114,210078,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KADI,Vend HQ,,Cash Rounding,SA,MRSOOL,1301
581,Mrsool,45015,31111,210084,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMAH,Vend HQ,,Cash Rounding,SA,MRSOOL,1201
582,Mrsool,45015,31118,210076,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TABOUK,Vend HQ,,Cash Rounding,SA,MRSOOL,1501
583,Mrsool,45015,31100,210077,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ASEER,Vend HQ,,Cash Rounding,SA,MRSOOL,0501
584,Mrsool,45015,31106,210079,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAWAREN,Vend HQ,,Cash Rounding,SA,MRSOOL,0101
585,Mrsool,45015,31128,210102,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDGALLER,Vend HQ,,Cash Rounding,SA,MRSOOL,0102
586,Mrsool,45015,31132,210073,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAYAT,Vend HQ,,Cash Rounding,SA,MRSOOL,0104
587,Mrsool,45015,31094,210086,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAHLIA,Vend HQ,,Cash Rounding,SA,MRSOOL,0201
588,Mrsool,45015,31123,210105,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,REDSEA,Vend HQ,,Cash Rounding,SA,MRSOOL,0202
589,Mrsool,45015,31098,210106,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ANDLUS,Vend HQ,,Cash Rounding,SA,MRSOOL,0203
590,Mrsool,45015,31117,210107,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAHMAL,Vend HQ,,Cash Rounding,SA,MRSOOL,0204
591,Mrsool,45015,31112,210108,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,FLAMINGO,Vend HQ,,Cash Rounding,SA,MRSOOL,0205
592,Mrsool,45015,31110,210110,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SALAMJED,Vend HQ,,Cash Rounding,SA,MRSOOL,0208
593,Mrsool,45015,31108,210103,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDAD,Vend HQ,,Cash Rounding,SA,MRSOOL,0103
594,Mrsool,45015,31131,210114,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AMWAJ,Vend HQ,,Cash Rounding,SA,MRSOOL,0401
595,Mrsool,45015,31113,210109,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,0206
596,Mrsool,45015,31105,210111,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAIFAA,Vend HQ,,Cash Rounding,SA,MRSOOL,0209
597,Mrsool,45015,31122,210093,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,DANA,Vend HQ,,Cash Rounding,SA,MRSOOL,1701
598,Mrsool,45015,31102,210089,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ARABMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,0210
599,Mrsool,45015,31095,210087,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,YASMEEN,Vend HQ,,Cash Rounding,SA,MRSOOL,0207
600,Mrsool,45015,31101,210080,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKKAH,Vend HQ,,Cash Rounding,SA,MRSOOL,1401
601,Mrsool,45015,31115,210085,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALULA,Vend HQ,,Cash Rounding,SA,MRSOOL,1502
602,Mrsool,45015,31097,210101,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,GRANADA,Vend HQ,,Cash Rounding,SA,MRSOOL,0110
669,Mrsool,45015,31101,210080,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKTOWER,Vend HQ,,Cash Rounding,SA,MRSOOL,1402
673,Mrsool,45015,31093,210082,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ONAIZAH,Vend HQ,,Cash Rounding,SA,MRSOOL,1102
676,Mrsool,45015,31093,210082,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EXBSA,Vend HQ,,Cash Rounding,SA,MRSOOL,0113
7601,Mrsool,45015,56026,449133,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AJAWEED,Vend HQ,,Cash Rounding,SA,MRSOOL,0216
12601,Mrsool,45015,56027,449134,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDAVENUE,Vend HQ,,Cash Rounding,SA,MRSOOL,0116
17601,Mrsool,45015,56028,449135,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDPARK,Vend HQ,,Cash Rounding,SA,MRSOOL,0117
22601,Mrsool,45015,56029,449136,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,OBHURMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,0217
27601,Mrsool,45015,56030,449137,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANIIYA,Vend HQ,,Cash Rounding,SA,MRSOOL,0218
1760133,Mrsool,45015,69011,525156,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RIYADHDST,Vend HQ,,Cash Rounding,SA,MRSOOL,0122
1760134,Mrsool,45015,69012,525157,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSHIFA,Vend HQ,,Cash Rounding,SA,MRSOOL,0121
236722,Mrsool,45015,73060,548175,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,QUNKYLPLZA,Vend HQ,,Cash Rounding,SA,MRSOOL,1004
236727,Mrsool,45015,73061,548176,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALBAHAMAL,Vend HQ,,Cash Rounding,SA,MRSOOL,1003
1760131,Mrsool,45015,68015,525132,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHURAISSQ,Vend HQ,,Cash Rounding,SA,MRSOOL,0120
1760132,Mrsool,45015,68016,525133,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PRNCSLRD,Vend HQ,,Cash Rounding,SA,MRSOOL,0219
176014,Mrsool,45015,71007,537124,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDANDLUSH,Vend HQ,,Cash Rounding,SA,MRSOOL,0305
236732,Mrsool,45015,73062,548177,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDCORNCH1,Vend HQ,,Cash Rounding,SA,MRSOOL,221
236737,Mrsool,45015,73063,548178,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMESBLD,Vend HQ,,Cash Rounding,SA,MRSOOL,504
236742,Mrsool,45015,73064,548179,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDSULTANA,Vend HQ,,Cash Rounding,SA,MRSOOL,308
236767,Mrsool,45015,73069,548184,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKDNACNTR,Vend HQ,,Cash Rounding,SA,MRSOOL,1406
236772,Mrsool,45015,73070,548185,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ABHLVNDAPK,Vend HQ,,Cash Rounding,SA,MRSOOL,505
236777,Mrsool,45015,73071,548186,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKMYANYRD,Vend HQ,,Cash Rounding,SA,MRSOOL,1407
236782,Mrsool,45015,73072,548187,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDDARIMAN,Vend HQ,,Cash Rounding,SA,MRSOOL,306
236787,Mrsool,45015,73073,548188,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALHIJRA,Vend HQ,,Cash Rounding,SA,MRSOOL,309
236792,Mrsool,45015,73074,548189,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMVNPICK,Vend HQ,,Cash Rounding,SA,MRSOOL,307
236797,Mrsool,45015,73075,548190,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDALYAPLZ,Vend HQ,,Cash Rounding,SA,MRSOOL,125
2366842,Mrsool,45015,74025,561142,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SMARTSHRYD,Vend HQ,,Cash Rounding,SA,MRSOOL,1405
2366847,Mrsool,45015,74026,561143,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANYA2,Vend HQ,,Cash Rounding,SA,MRSOOL,1005
2366852,Mrsool,45015,74027,561144,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAIBAMED,Vend HQ,,Cash Rounding,SA,MRSOOL,1303
2366862,Mrsool,45015,74029,561146,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALAQEQRYD,Vend HQ,,Cash Rounding,SA,MRSOOL,0123
2366867,Mrsool,45015,74030,561147,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZIARYD,Vend HQ,,Cash Rounding,SA,MRSOOL,0124
2366872,Mrsool,45015,74031,561148,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,THEGATERYD,Vend HQ,,Cash Rounding,SA,MRSOOL,1004
2366877,Mrsool,45015,74032,561149,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALMALGARYD,Vend HQ,,Cash Rounding,SA,MRSOOL,1003
2366882,Mrsool,45015,74033,561150,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDTHEGATE,Vend HQ,,Cash Rounding,SA,MRSOOL,0221
236812,Mrsool,45015,80004,574122,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HILTONMAK2,Vend HQ,,Cash Rounding,SA,MRSOOL,1408
23731509,Mrsool,45015,87007,611140,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDSAWARIP,Vend HQ,,Cash Rounding,SA,MRSOOL,0131
23731514,Mrsool,45015,87008,611142,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ABHATIMSQR,Vend HQ,,Cash Rounding,SA,MRSOOL,0507
23731554,Mrsool,45015,95005,636135,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SAMTAHMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,1306
23731559,Mrsool,45015,96031,639149,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,WATANIYAHB,Vend HQ,,Cash Rounding,SA,MRSOOL,0804
2368271,Mrsool,45015,82013,577133,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SABIAYASMN,Vend HQ,,Cash Rounding,SA,MRSOOL,1304
2369271,Mrsool,45015,82014,577134,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKAHMEJAZ,Vend HQ,,Cash Rounding,SA,MRSOOL,1409
2370271,Mrsool,45015,82015,577135,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJKINGROD,Vend HQ,,Cash Rounding,SA,MRSOOL,1307
2371271,Mrsool,45015,82016,577136,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,NAJRANPLZA,Vend HQ,,Cash Rounding,SA,MRSOOL,1308
23731504,Mrsool,45015,84011,586126,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMISKKHD,Vend HQ,,Cash Rounding,SA,MRSOOL,0506
23731564,Mrsool,45015,96030,639148,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MILAQROTAB,Vend HQ,,Cash Rounding,SA,MRSOOL,1503
23731569,Mrsool,45015,96032,639150,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDYARMOOK,Vend HQ,,Cash Rounding,SA,MRSOOL,0136
23731574,Mrsool,45015,97036,640160,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,EHSALBUSTA,Vend HQ,,Cash Rounding,SA,Mrsool,0805
