ROW_ID,BILL_TO_NAME,BILL_TO_ACCOUNT,BILL_TO_SITE_NUMBER,BUSINESS_UNIT,TXN_SOURCE,TXN_TYPE,RATE_IS_CORPORATE,REC_ACTIVITY_NAME_BANK,SUBINVENTORY,INTEGRATION_SOURCE,DISTRIBUTION_ACC_ID,REC_ACTIVITY_NAME_CASH,REGION,CUSTOMER_TYPE,COST_CENTER_CODE
1657,Tabby Saudi For communication and IT,50011,445076,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,ALAIN,Vend HQ,,Cash Rounding UAE,AE,TABBY,3301
2657,Nakhla IT Systems (LLC) Tamara,69011,445090,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,ALAIN,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3301
1658,Tabby Saudi For communication and IT,50011,445077,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,FUJAIRAH,Vend HQ,,Cash Rounding UAE,AE,TABBY,3402
2658,Nakhla IT Systems (LLC) Tamara,69011,445091,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,FUJAIRAH,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3402
1659,Tabby Saudi For communication and IT,50011,445078,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,MANARRAK,Vend HQ,,Cash Rounding UAE,AE,TABBY,3501
2659,Nakhla IT Systems (LLC) Tamara,69011,445092,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,MANARRAK,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3501
1660,Tabby Saudi For communication and IT,50011,445072,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,WEHDA,Vend HQ,,Cash Rounding UAE,AE,TABBY,3001
2660,Nakhla IT Systems (LLC) Tamara,69011,445085,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,WEHDA,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3001
1661,Tabby Saudi For communication and IT,50011,445073,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,DEERFIELDS,Vend HQ,,Cash Rounding UAE,AE,TABBY,3002
2661,Nakhla IT Systems (LLC) Tamara,69011,445086,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,DEERFIELDS,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3002
1672,Tabby Saudi For communication and IT,50011,445068,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,YASKIOSK,Vend HQ,,Cash Rounding UAE,AE,TABBY,3003
2672,Nakhla IT Systems (LLC) Tamara,69011,445081,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,YASKIOSK,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3003
1366831,KHURAISSQ,83012,525118,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHURAISSQ,Vend HQ,,Cash Rounding,SA,NORMAL,120
2366831,Hungerstation,45014,525122,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHURAISSQ,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,120
1566831,Tabby Saudi For communication and IT,50011,525125,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHURAISSQ,Vend HQ,,Cash Rounding,SA,TABBY,120
1666831,Nakhla IT Systems (LLC) Tamara,69011,525129,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHURAISSQ,Vend HQ,,Cash Rounding,SA,TAMARA,120
1760131,Mrsool,45015,525132,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHURAISSQ,Vend HQ,,Cash Rounding,SA,MRSOOL,120
1366832,PRNCSLRD,83015,525121,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PRNCSLRD,Vend HQ,,Cash Rounding,SA,NORMAL,219
2366832,Hungerstation,45014,525123,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PRNCSLRD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,219
1566832,Tabby Saudi For communication and IT,50011,525126,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PRNCSLRD,Vend HQ,,Cash Rounding,SA,TABBY,219
1666832,Nakhla IT Systems (LLC) Tamara,69011,525130,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PRNCSLRD,Vend HQ,,Cash Rounding,SA,TAMARA,219
1760132,Mrsool,45015,525133,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,PRNCSLRD,Vend HQ,,Cash Rounding,SA,MRSOOL,219
136684,MEDANDLUSH,85012,537119,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDANDLUSH,Vend HQ,,Cash Rounding,SA,NORMAL,305
236684,Hungerstation,45014,537120,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDANDLUSH,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,305
156684,Tabby Saudi For communication and IT,50011,537121,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDANDLUSH,Vend HQ,,Cash Rounding,SA,TABBY,305
166684,Nakhla IT Systems (LLC) Tamara,69011,537123,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDANDLUSH,Vend HQ,,Cash Rounding,SA,TAMARA,305
176014,Mrsool,45015,537124,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDANDLUSH,Vend HQ,,Cash Rounding,SA,MRSOOL,305
236731,Hungerstation,45014,548154,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDCORNCH1,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,221
236732,Mrsool,45015,548177,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDCORNCH1,Vend HQ,,Cash Rounding,SA,MRSOOL,221
236733,Tabby Saudi For communication and IT,50011,548200,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDCORNCH1,Vend HQ,,Cash Rounding,SA,TABBY,221
236734,Nakhla IT Systems (LLC) Tamara,69011,548224,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,JEDCORNCH1,Vend HQ,,Cash Rounding,SA,TAMARA,221
236735,KHAMESBLD,87023,548132,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMESBLD,Vend HQ,,Cash Rounding,SA,NORMAL,504
236736,Hungerstation,45014,548155,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMESBLD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,504
236737,Mrsool,45015,548178,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMESBLD,Vend HQ,,Cash Rounding,SA,MRSOOL,504
236738,Tabby Saudi For communication and IT,50011,548201,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMESBLD,Vend HQ,,Cash Rounding,SA,TABBY,504
236739,Nakhla IT Systems (LLC) Tamara,69011,548225,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,KHAMESBLD,Vend HQ,,Cash Rounding,SA,TAMARA,504
236740,MEDSULTANA,87024,548133,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDSULTANA,Vend HQ,,Cash Rounding,SA,NORMAL,308
236741,Hungerstation,45014,548156,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDSULTANA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,308
236742,Mrsool,45015,548179,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDSULTANA,Vend HQ,,Cash Rounding,SA,MRSOOL,308
236743,Tabby Saudi For communication and IT,50011,548202,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDSULTANA,Vend HQ,,Cash Rounding,SA,TABBY,308
236744,Nakhla IT Systems (LLC) Tamara,69011,548226,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDSULTANA,Vend HQ,,Cash Rounding,SA,TAMARA,308
236745,MCTAVENUES,87025,548134,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTAVENUES,Vend HQ,,Cash Rounding OMN,OM,NORMAL,5006
236746,Hungerstation,45014,548157,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTAVENUES,Vend HQ,,Cash Rounding OMN,OM,HUNGERSTATION,5006
236747,Mrsool,45015,548180,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTAVENUES,Vend HQ,,Cash Rounding OMN,OM,MRSOOL,5006
236748,Tabby Saudi For communication and IT,50011,548203,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTAVENUES,Vend HQ,,Cash Rounding OMN,OM,TABBY,5006
236749,Nakhla IT Systems (LLC) Tamara,69011,548227,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTAVENUES,Vend HQ,,Cash Rounding OMN,OM,TAMARA,5006
236750,MCTLLUIBRI,87026,548135,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUIBRI,Vend HQ,,Cash Rounding OMN,OM,NORMAL,5007
236751,Hungerstation,45014,548158,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUIBRI,Vend HQ,,Cash Rounding OMN,OM,HUNGERSTATION,5007
236752,Mrsool,45015,548181,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUIBRI,Vend HQ,,Cash Rounding OMN,OM,MRSOOL,5007
236753,Tabby Saudi For communication and IT,50011,548204,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUIBRI,Vend HQ,,Cash Rounding OMN,OM,TABBY,5007
236754,Nakhla IT Systems (LLC) Tamara,69011,548228,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUIBRI,Vend HQ,,Cash Rounding OMN,OM,TAMARA,5007
236755,MCTLLUAMRT,87027,548136,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUAMRT,Vend HQ,,Cash Rounding OMN,OM,NORMAL,5008
236756,Hungerstation,45014,548159,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUAMRT,Vend HQ,,Cash Rounding OMN,OM,HUNGERSTATION,5008
236757,Mrsool,45015,548182,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUAMRT,Vend HQ,,Cash Rounding OMN,OM,MRSOOL,5008
236758,Tabby Saudi For communication and IT,50011,548205,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUAMRT,Vend HQ,,Cash Rounding OMN,OM,TABBY,5008
236759,Nakhla IT Systems (LLC) Tamara,69011,548229,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUAMRT,Vend HQ,,Cash Rounding OMN,OM,TAMARA,5008
236760,MCTLLUNZWA,87028,548137,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUNZWA,Vend HQ,,Cash Rounding OMN,OM,NORMAL,5009
236761,Hungerstation,45014,548160,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUNZWA,Vend HQ,,Cash Rounding OMN,OM,HUNGERSTATION,5009
236762,Mrsool,45015,548183,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUNZWA,Vend HQ,,Cash Rounding OMN,OM,MRSOOL,5009
236763,Tabby Saudi For communication and IT,50011,548207,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUNZWA,Vend HQ,,Cash Rounding OMN,OM,TABBY,5009
236764,Nakhla IT Systems (LLC) Tamara,69011,548230,AlQurashi-Oman,Vend Oman,Vend Invoice Oman,1,Bank Charge OMN,MCTLLUNZWA,Vend HQ,,Cash Rounding OMN,OM,TAMARA,5009
236765,MAKDNACNTR,87029,548138,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKDNACNTR,Vend HQ,,Cash Rounding,SA,NORMAL,1406
236766,Hungerstation,45014,548161,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKDNACNTR,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1406
236767,Mrsool,45015,548184,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKDNACNTR,Vend HQ,,Cash Rounding,SA,MRSOOL,1406
236768,Tabby Saudi For communication and IT,50011,548208,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKDNACNTR,Vend HQ,,Cash Rounding,SA,TABBY,1406
236769,Nakhla IT Systems (LLC) Tamara,69011,548231,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKDNACNTR,Vend HQ,,Cash Rounding,SA,TAMARA,1406
236770,ABHLVNDAPK,87030,548139,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ABHLVNDAPK,Vend HQ,,Cash Rounding,SA,NORMAL,505
236771,Hungerstation,45014,548162,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ABHLVNDAPK,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,505
236772,Mrsool,45015,548185,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ABHLVNDAPK,Vend HQ,,Cash Rounding,SA,MRSOOL,505
236773,Tabby Saudi For communication and IT,50011,548209,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ABHLVNDAPK,Vend HQ,,Cash Rounding,SA,TABBY,505
236774,Nakhla IT Systems (LLC) Tamara,69011,548232,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ABHLVNDAPK,Vend HQ,,Cash Rounding,SA,TAMARA,505
236775,MAKMYANYRD,87031,548140,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKMYANYRD,Vend HQ,,Cash Rounding,SA,NORMAL,1407
236776,Hungerstation,45014,548163,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKMYANYRD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1407
236777,Mrsool,45015,548186,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKMYANYRD,Vend HQ,,Cash Rounding,SA,MRSOOL,1407
236778,Tabby Saudi For communication and IT,50011,548210,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKMYANYRD,Vend HQ,,Cash Rounding,SA,TABBY,1407
236779,Nakhla IT Systems (LLC) Tamara,69011,548233,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MAKMYANYRD,Vend HQ,,Cash Rounding,SA,TAMARA,1407
236780,MEDDARIMAN,87032,548141,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDDARIMAN,Vend HQ,,Cash Rounding,SA,NORMAL,306
236781,Hungerstation,45014,548164,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDDARIMAN,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,306
236782,Mrsool,45015,548187,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDDARIMAN,Vend HQ,,Cash Rounding,SA,MRSOOL,306
236783,Tabby Saudi For communication and IT,50011,548211,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDDARIMAN,Vend HQ,,Cash Rounding,SA,TABBY,306
236784,Nakhla IT Systems (LLC) Tamara,69011,548234,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDDARIMAN,Vend HQ,,Cash Rounding,SA,TAMARA,306
236785,MEDALHIJRA,87033,548142,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALHIJRA,Vend HQ,,Cash Rounding,SA,NORMAL,309
236786,Hungerstation,45014,548165,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALHIJRA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,309
236787,Mrsool,45015,548188,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALHIJRA,Vend HQ,,Cash Rounding,SA,MRSOOL,309
236788,Tabby Saudi For communication and IT,50011,548212,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALHIJRA,Vend HQ,,Cash Rounding,SA,TABBY,309
236789,Nakhla IT Systems (LLC) Tamara,69011,548235,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDALHIJRA,Vend HQ,,Cash Rounding,SA,TAMARA,309
236790,MEDMVNPICK,87034,548143,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMVNPICK,Vend HQ,,Cash Rounding,SA,NORMAL,307
236791,Hungerstation,45014,548166,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMVNPICK,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,307
236792,Mrsool,45015,548189,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMVNPICK,Vend HQ,,Cash Rounding,SA,MRSOOL,307
236793,Tabby Saudi For communication and IT,50011,548213,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMVNPICK,Vend HQ,,Cash Rounding,SA,TABBY,307
236794,Nakhla IT Systems (LLC) Tamara,69011,548236,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDMVNPICK,Vend HQ,,Cash Rounding,SA,TAMARA,307
236795,RYDALYAPLZ,87035,548144,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDALYAPLZ,Vend HQ,,Cash Rounding,SA,NORMAL,125
236796,Hungerstation,45014,548167,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDALYAPLZ,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,125
236797,Mrsool,45015,548190,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDALYAPLZ,Vend HQ,,Cash Rounding,SA,MRSOOL,125
236798,Tabby Saudi For communication and IT,50011,548214,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDALYAPLZ,Vend HQ,,Cash Rounding,SA,TABBY,125
236799,Nakhla IT Systems (LLC) Tamara,69011,548237,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,RYDALYAPLZ,Vend HQ,,Cash Rounding,SA,TAMARA,125
2366835,MUBARKIA,88013,561120,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,MUBARKIA,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,NORMAL,7008
2366836,Hungerstation,45014,561131,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,MUBARKIA,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,HUNGERSTATION,7008
2366837,Mrsool,45015,561141,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,MUBARKIA,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,MRSOOL,7008
2366838,Tabby Saudi For communication and IT,50011,561151,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,MUBARKIA,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TABBY,7008
2366839,Nakhla IT Systems (LLC) Tamara,69011,561163,IBRAQ-KUWAIT (CR 460767),Vend Kuwait,Vend Invoice Kuwait,1,IQ-KUW Bank Charge,MUBARKIA,Vend HQ,,IBRAQ-KUWAIT Cash Rounding,KW,TAMARA,7008
2366840,SMARTSHRYD,88015,561122,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SMARTSHRYD,Vend HQ,,Cash Rounding,SA,NORMAL,1405
2366841,Hungerstation,45014,561132,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SMARTSHRYD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1405
2366842,Mrsool,45015,561142,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SMARTSHRYD,Vend HQ,,Cash Rounding,SA,MRSOOL,1405
2366843,Tabby Saudi For communication and IT,50011,561152,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SMARTSHRYD,Vend HQ,,Cash Rounding,SA,TABBY,1405
2366844,Nakhla IT Systems (LLC) Tamara,69011,561164,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,SMARTSHRYD,Vend HQ,,Cash Rounding,SA,TAMARA,1405
2366845,HAMDANYA2,88016,561123,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANYA2,Vend HQ,,Cash Rounding,SA,NORMAL,1005
2366846,Hungerstation,45014,561133,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANYA2,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1005
2366847,Mrsool,45015,561143,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANYA2,Vend HQ,,Cash Rounding,SA,MRSOOL,1005
2366848,Tabby Saudi For communication and IT,50011,561153,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANYA2,Vend HQ,,Cash Rounding,SA,TABBY,1005
2366849,Nakhla IT Systems (LLC) Tamara,69011,561165,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,HAMDANYA2,Vend HQ,,Cash Rounding,SA,TAMARA,1005
2366850,TAIBAMED,88017,561124,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAIBAMED,Vend HQ,,Cash Rounding,SA,NORMAL,1303
2366851,Hungerstation,45014,561134,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAIBAMED,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1303
2366852,Mrsool,45015,561144,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAIBAMED,Vend HQ,,Cash Rounding,SA,MRSOOL,1303
2366853,Tabby Saudi For communication and IT,50011,561154,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAIBAMED,Vend HQ,,Cash Rounding,SA,TABBY,1303
2366854,Nakhla IT Systems (LLC) Tamara,69011,561166,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,TAIBAMED,Vend HQ,,Cash Rounding,SA,TAMARA,1303
2366855,DEERFIELD2,88018,561125,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,DEERFIELD2,Vend HQ,,Cash Rounding UAE,AE,NORMAL,3004
2366856,Hungerstation,45014,561135,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,DEERFIELD2,Vend HQ,,Cash Rounding UAE,AE,HUNGERSTATION,3004
2366857,Mrsool,45015,561145,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,DEERFIELD2,Vend HQ,,Cash Rounding UAE,AE,MRSOOL,3004
2366858,Tabby Saudi For communication and IT,50011,561156,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,DEERFIELD2,Vend HQ,,Cash Rounding UAE,AE,TABBY,3004
2366859,Nakhla IT Systems (LLC) Tamara,69011,561167,AlQurashi-UAE,Vend UAE,Vend Invoice UAE,1,Bank Charge UAE,DEERFIELD2,Vend HQ,,Cash Rounding UAE,AE,TAMARA,3004
2366860,ALAQEQRYD,88019,561126,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALAQEQRYD,Vend HQ,,Cash Rounding,SA,NORMAL,123
2366861,Hungerstation,45014,561136,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALAQEQRYD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,123
2366862,Mrsool,45015,561146,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALAQEQRYD,Vend HQ,,Cash Rounding,SA,MRSOOL,123
2366863,Tabby Saudi For communication and IT,50011,561157,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALAQEQRYD,Vend HQ,,Cash Rounding,SA,TABBY,123
2366864,Nakhla IT Systems (LLC) Tamara,69011,561168,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALAQEQRYD,Vend HQ,,Cash Rounding,SA,TAMARA,123
2366865,AZIZIARYD,88020,561127,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZIARYD,Vend HQ,,Cash Rounding,SA,NORMAL,124
2366866,Hungerstation,45014,561137,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZIARYD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,124
2366867,Mrsool,45015,561147,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZIARYD,Vend HQ,,Cash Rounding,SA,MRSOOL,124
2366868,Tabby Saudi For communication and IT,50011,561158,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZIARYD,Vend HQ,,Cash Rounding,SA,TABBY,124
2366869,Nakhla IT Systems (LLC) Tamara,69011,561169,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,AZIZIARYD,Vend HQ,,Cash Rounding,SA,TAMARA,124
2366870,THEGATERYD,88021,561128,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,THEGATERYD,Vend HQ,,Cash Rounding,SA,NORMAL,1004
2366871,Hungerstation,45014,561138,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,THEGATERYD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1004
2366872,Mrsool,45015,561148,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,THEGATERYD,Vend HQ,,Cash Rounding,SA,MRSOOL,1004
2366873,Tabby Saudi For communication and IT,50011,561159,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,THEGATERYD,Vend HQ,,Cash Rounding,SA,TABBY,1004
2366874,Nakhla IT Systems (LLC) Tamara,69011,561170,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,THEGATERYD,Vend HQ,,Cash Rounding,SA,TAMARA,1004
2366875,ALMALGARYD,88022,561129,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALMALGARYD,Vend HQ,,Cash Rounding,SA,NORMAL,1003
2366876,Hungerstation,45014,561139,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALMALGARYD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,1003
2366877,Mrsool,45015,561149,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALMALGARYD,Vend HQ,,Cash Rounding,SA,MRSOOL,1003
2366878,Tabby Saudi For communication and IT,50011,561160,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALMALGARYD,Vend HQ,,Cash Rounding,SA,TABBY,1003
2366879,Nakhla IT Systems (LLC) Tamara,69011,561171,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,ALMALGARYD,Vend HQ,,Cash Rounding,SA,TAMARA,1003
2366880,MEDTHEGATE,88023,561130,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDTHEGATE,Vend HQ,,Cash Rounding,SA,NORMAL,221
2366881,Hungerstation,45014,561140,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDTHEGATE,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,221
2366882,Mrsool,45015,561150,AlQurashi-KSA,Vend,Vend Invoice,1,Bank Charge,MEDTHEGATE,Vend HQ,,Cash Rounding,SA,MRSOOL,221
